keyword,link,embedding
youtube,https://www.youtube.com/watch?v=IAxDjhCaNNk,-0.02145332 0.018938346 -0.057544567 -0.03186548 0.040764794 -0.020499673 0.050381206 0.053771596 0.0034948972 0.033157643 0.033486187 0.021133123 0.050407544 -0.0043351613 -0.007980774 -0.082942 0.040578384 0.026642235 -0.112271 0.023338651 0.021737749 -0.018814813 0.042997535 -0.0063623805 -0.018818744 -0.011434 0.0020492591 -0.04749018 -0.039813574 -0.022000805 0.055385564 0.072592646 0.011275391 -0.013138018 0.017089145 0.04935798 0.003797138 0.030056708 0.042837285 -0.021854518 -0.048278946 -0.0007046367 0.004776177 0.081353225 -0.027970992 -0.048095457 0.010177111 0.037529342 -0.02808089 0.014406826 0.04272254 0.04323778 -0.046045765 0.02569133 -0.038070366 -0.038263094 -0.023825835 -0.04686963 0.025503624 -0.02123039 -0.008496325 -0.032607026 -0.031120317 0.00072563975 -0.02447241 -0.016553966 -0.058277484 0.0074869813 -0.112816595 0.041284002 0.02372338 0.014522934 -0.02533183 0.0092684105 0.0008412419 -0.024381168 0.04470691 0.034213953 -0.019673167 0.019942945 -0.029729666 0.048314888 0.048619773 0.01696067 -0.012207034 0.01040968 0.027847266 -0.021283949 -0.075338244 -0.02298035 0.079959095 0.016582573 0.009139037 0.039593846 0.026338065 -0.07648889 -0.019519836 -0.09028456 -0.013803247 0.06603167 0.044900294 0.0013709144 0.026051434 -0.035710543 0.045213807 0.05416855 -0.056635614 0.0066632386 -0.0264085 0.03099396 -0.026388252 -0.038151775 0.014074548 -0.069065414 -0.0041240673 -0.06906987 -0.010282506 -0.0003667238 -0.004254882 -0.009022403 -0.02861724 0.042748656 0.02598194 -0.019115223 0.030941932 -0.008931866 0.03054418 -0.022860084 -0.012473158 0.00042098222 0.15290703 -0.06870356 0.031037476 -0.0041265436 0.009157381 -0.07503549 0.090703934 -0.051612977 0.037470967 0.031210396 0.043883413 -0.016080769 -0.07633549 0.033707343 -0.0051290346 -0.053758357 0.060784895 0.043832716 -0.050127856 -0.015939824 0.015085641 -0.01777751 -0.022984814 0.010237427 -0.03212509 0.0013454495 0.070064135 -0.03457216 0.0454727 -0.00021116112 0.002349819 -0.07447335 0.042182304 0.009592694 -0.028867561 -0.015695294 -0.018274708 -0.020469012 0.025406104 0.022953361 -0.0033600233 -0.014019231 -0.026880274 -0.0291081 -0.035757378 0.01521161 -0.029861782 -0.06266424 -0.012651456 0.014430204 0.10062198 0.06616623 0.015632909 -0.07750826 0.014483928 0.032096513 0.035398696 0.034148403 0.05451288 0.063945234 -0.055899326 0.014841156 -0.015294053 0.052507218 0.009646919 0.003919026 0.01689969 -0.01258583 -0.050110932 -0.06960839 0.018619424 -0.022276225 0.010627994 -0.038001467 0.013689043 -0.00056726864 -0.07027555 -0.052262697 0.068602555 0.0010746956 0.0050001293 -0.0089238295 -0.005300621 -0.020391826 0.029240506 -0.019784767 0.078535 -0.0050572366 0.035158314 0.059332754 -0.015552521 -0.005674445 -0.026054965 0.010281443 0.061134357 0.040288284 -0.03355439 -0.04090335 0.010796243 -0.037774 -0.0016572425 -0.014238052 0.028146906 0.02467838 0.02335247 0.03384529 -0.027071886 -0.021096835 -0.021431684 -0.009966867 -0.011188526 0.03881116 0.048439875 0.034716796 0.048264768 0.04207 -0.016586699 0.048847094 -0.027616564 -0.07515441 -0.035155497 -0.002634348 -0.041800022 -0.07786105 -0.0030437768 0.008749433 0.03773024 0.024201425 0.015487186 -0.01057874 0.026666256 -0.059613325 0.011150531 -0.035785064 -0.031718567 -0.066585496 -0.032799393 -0.022589633 0.035654042 -0.048867058 0.056672744 -0.0034591386 0.0034004657 -0.0030727724 0.038071066 0.0248987 -0.013167658 -0.038256254 -0.010785007 0.014473243 -0.043442596 0.003568239 0.0031401478 0.0047558793 0.00828137 -0.09890322 0.01879792 0.002586687 -0.023853146 -0.0032656007 0.03941106 0.03688633 0.017421592 -0.0136030475 0.07175624 0.017804794 0.027790328 -0.018523142 0.023861248 -0.0027385466 0.0873835 0.06478045 0.022541609 0.04221784 0.02192986 0.017520763 0.017570836 -0.07291894 0.0831128 -0.024036912 0.023482835 -0.003024865 0.0031823392 -0.03400649 -0.058168314 -0.02693986 -0.13240713 -0.0151665835 -0.025534429 0.0026972531 -0.06687397 0.036854923 -0.0003793388 -0.05040258 0.04503507 -0.013669722 -0.006044439 0.011740537 0.02856852 0.016421102 0.054627772 0.04869526 -0.026726477 -0.09065569 0.023729596 -0.0016522845 -0.0037385395 0.015540312 0.040251613 0.0010582652 -0.0010263623 0.023607012 0.046958096 0.0011997994 0.030361861 -0.06902465 0.0044654985 -0.008791185 0.043594267 0.0040095043 -0.0068904646 0.033869695 0.027990952 0.015906941 -0.021521205 0.0037321078 0.08043501 0.011118132 0.06232182 -0.0018713544 0.012326703 -0.00091352523 -0.012695809 -0.0069055897 -0.04545354 -0.0735315 0.018880792 0.040065367 -0.034993276 -0.008436347 0.03307265 -0.0106052775 -0.0015311715 0.03426088 0.010050685 -0.033686873 0.022638815 0.032382637 0.008017488 -0.040279843 -0.0012173353 -0.014102594 0.0146078905 0.002816874 -0.08240866 0.061363254 -0.03198344 -0.0050309966 0.041599594 -2.4030749e-05 -0.005099067 0.030640293 0.07419338 -0.0001984282 0.015289315 0.021818722 -0.03780025 0.036982115 0.013982104 0.026518116 -0.014168666 -0.008911988 0.06273565 0.04741477 -0.00010929369 -0.0033393302 0.06422576 -0.005912613 0.009585876 0.033744324 -0.043696243 0.022284275 -0.04717883 0.014211464 -0.054572266 0.0016894538 -0.012752189 -0.016802935 -0.028784404 0.028887337 -0.04354157 -0.009986889 -0.026575362 -0.015980525 0.029547641 -0.0884545 -0.016555259 0.0033213084 0.04844434 0.022221018 0.07926554 -0.011780433 0.025907481 0.045106012 0.016077124 -0.015953619 -0.0023255027 -0.010305439 -0.056966405 -0.034909137 0.007598763 -0.036505632 -0.049705263 0.07620931 -0.029516805 0.023146726 0.04718995 -0.009619823 -0.0024251188 0.03939016 -0.011578013 -0.034431808 -0.048847195 -0.014243436 -0.02126139 -0.0006445358 0.007048093 -0.011781435 -0.031498235 0.060130138 -0.040439423 -0.04297199 0.04315419 -0.018533308 0.0071067386 -0.043805953 -0.046205852 0.089214236 -0.003596957 0.02185999 0.06674958 0.0034151576 -0.012418991 0.022013597 -0.039747298 0.03730181 0.050401375 0.009549358 -0.011635305 -0.0062767193 0.009115801 0.043562617 -0.05831835 0.032280806 0.046455037 -0.042003483 -0.049505837 0.017177807 0.061763603 0.034922715 0.021810802 -9.7709744e-05 -0.03090121 -0.021745035 0.0047320006 0.013211328 0.02357443 -0.0074814167 0.008381545 0.012138589 0.075292386 -0.0015733283 -0.022719713 -0.04613791 -0.034535803 -0.0042048115 -0.05023334 -0.02479154 0.057006307 0.00092064997 0.035715774 -0.0030953335 0.015444429 -0.049092453 -0.018240323 0.057025395 -0.0377506 0.0039278893 -0.040481154 0.030227343 -0.018925626 -0.013597368 0.0079615945 0.014448417 0.0017288123 -0.027064344 0.07320919 0.012294467 -0.0052163037 -0.021622485 -0.051965617 0.061685514 0.036073603 0.03672048 -0.007968126 0.0147896195 -0.025398018 -0.002652549 0.018059786 -0.06143976 -0.011974221 -0.030988604 -0.03204796 -0.01378947 0.023048379 0.020202916 -0.02846511 0.047360905 -0.014557952 0.06928209 0.039108686 -0.02743172 0.014629927 0.0039010497 -0.035186306 -0.037484474 -0.026288323 -0.020163625 -0.07467323 -0.004188899 -0.0016366402 -0.028827097 -0.02056514 -0.013191798 0.00023249915 -0.027796427 0.016874028 0.021373037 0.0069514266 -0.035159785 -0.029517181 2.8951707e-05 0.022902077 -0.005610031 0.016554063 0.008389297 -0.050397694 -0.008991103 0.061487883 -0.03788028 0.075046815 -0.002589477 0.035951987 -0.012970014 -0.0104585 -0.011759742 0.042157013 0.027579993 0.005107193 0.005676519 -0.041706778 0.007762478 -0.022860944 -0.028198902 -0.048165023 -0.041526236 -0.03206717 -0.0075449357 0.0074073724 0.011843399 0.023419578 0.011995396 0.011971924 0.02507888 -0.04794586 -0.111951016 -0.02419372 -0.024437677 0.012952039 -0.009732451 0.023643553 0.036378182 -0.06609433 0.043977853 -0.033629205 -0.0042441846 -0.0038176745 -0.011138988 0.019016711 0.009953957 -0.007956756 -0.012876806 -0.0225078 -0.044335496 -0.011088392 -0.012092873 0.026077196 0.039700925 0.0052023246 0.018598374 0.01482232 0.02873552 0.02145145 -0.009405915 0.011772055 -0.0066893245 0.00292943 -0.02002361 0.028790927 -0.037963856 -0.0011471865 -0.0023943414 0.07458825 -0.017824393 -0.030523371 0.043873888 -0.001018132 -0.010287176 0.032791622 0.01960959 -0.021653786 0.013162193 0.011085014 -0.00074880035 -0.01557661 0.0068473257 0.0042705243 -0.010463233 0.02924889 -0.037434027 -0.068396896 -0.024173679 0.04851346 -0.0042253574 -0.03595798 0.0147873955 0.012096226 0.0012626674 -0.004244002 -0.002335746 0.039627716 -0.00087520154 0.02796952 0.05143616 -0.027775444 -0.017791327 -0.00907347 -0.02243516 -0.0038838638 0.039188776 -0.0008171378 -0.0024382945 -0.017151952 -0.046130117 0.057277568 0.01253118 0.061827056 -0.044115175 0.008895992 -0.00945714 -0.028075257 -0.017752139 0.015571755 0.04661692 -0.0057425336 -0.002302362 -0.036970686 0.026024656 -0.05418813 -0.04499239 0.00081278075 -0.0061138626 -0.06290451 0.007928335 0.012294364 -0.02069604 0.0010393527 0.01788249 -0.062026102 -0.008837216 -0.021556575 0.048157886 0.021449272 0.010662259 0.026393803 0.013114008 0.0010025407 0.033555314 0.03500803 0.008651349 -0.05282885 -0.023599776 -0.0019847925 0.042147845 0.018274836 -0.011643635 -0.06592517 0.021918746 -0.04937 0.045542352 0.0045345724 0.010711122 -0.042124204 0.05500486 -0.006611559 -0.04772083 -0.020740889 0.026135795 -0.032112207 -0.016722333 0.055241197 -0.044969067 -0.050150823 -0.037690196 0.010276723 0.007695457 -0.029934186 -0.036050443 -0.056135375 -0.024499726 -0.059852134 0.035821743 0.06644568 0.007155825 0.06336551 -0.010112644 0.006593744 -0.008058456 0.014094987 0.02588134 -0.034130584 0.030327797 -0.029614238 -0.010565764 -0.05484744 -0.032874946 0.010424636 -0.008680063
youtube,https://www.youtube.com/,-0.02145332 0.018938346 -0.057544567 -0.03186548 0.040764794 -0.020499673 0.050381206 0.053771596 0.0034948972 0.033157643 0.033486187 0.021133123 0.050407544 -0.0043351613 -0.007980774 -0.082942 0.040578384 0.026642235 -0.112271 0.023338651 0.021737749 -0.018814813 0.042997535 -0.0063623805 -0.018818744 -0.011434 0.0020492591 -0.04749018 -0.039813574 -0.022000805 0.055385564 0.072592646 0.011275391 -0.013138018 0.017089145 0.04935798 0.003797138 0.030056708 0.042837285 -0.021854518 -0.048278946 -0.0007046367 0.004776177 0.081353225 -0.027970992 -0.048095457 0.010177111 0.037529342 -0.02808089 0.014406826 0.04272254 0.04323778 -0.046045765 0.02569133 -0.038070366 -0.038263094 -0.023825835 -0.04686963 0.025503624 -0.02123039 -0.008496325 -0.032607026 -0.031120317 0.00072563975 -0.02447241 -0.016553966 -0.058277484 0.0074869813 -0.112816595 0.041284002 0.02372338 0.014522934 -0.02533183 0.0092684105 0.0008412419 -0.024381168 0.04470691 0.034213953 -0.019673167 0.019942945 -0.029729666 0.048314888 0.048619773 0.01696067 -0.012207034 0.01040968 0.027847266 -0.021283949 -0.075338244 -0.02298035 0.079959095 0.016582573 0.009139037 0.039593846 0.026338065 -0.07648889 -0.019519836 -0.09028456 -0.013803247 0.06603167 0.044900294 0.0013709144 0.026051434 -0.035710543 0.045213807 0.05416855 -0.056635614 0.0066632386 -0.0264085 0.03099396 -0.026388252 -0.038151775 0.014074548 -0.069065414 -0.0041240673 -0.06906987 -0.010282506 -0.0003667238 -0.004254882 -0.009022403 -0.02861724 0.042748656 0.02598194 -0.019115223 0.030941932 -0.008931866 0.03054418 -0.022860084 -0.012473158 0.00042098222 0.15290703 -0.06870356 0.031037476 -0.0041265436 0.009157381 -0.07503549 0.090703934 -0.051612977 0.037470967 0.031210396 0.043883413 -0.016080769 -0.07633549 0.033707343 -0.0051290346 -0.053758357 0.060784895 0.043832716 -0.050127856 -0.015939824 0.015085641 -0.01777751 -0.022984814 0.010237427 -0.03212509 0.0013454495 0.070064135 -0.03457216 0.0454727 -0.00021116112 0.002349819 -0.07447335 0.042182304 0.009592694 -0.028867561 -0.015695294 -0.018274708 -0.020469012 0.025406104 0.022953361 -0.0033600233 -0.014019231 -0.026880274 -0.0291081 -0.035757378 0.01521161 -0.029861782 -0.06266424 -0.012651456 0.014430204 0.10062198 0.06616623 0.015632909 -0.07750826 0.014483928 0.032096513 0.035398696 0.034148403 0.05451288 0.063945234 -0.055899326 0.014841156 -0.015294053 0.052507218 0.009646919 0.003919026 0.01689969 -0.01258583 -0.050110932 -0.06960839 0.018619424 -0.022276225 0.010627994 -0.038001467 0.013689043 -0.00056726864 -0.07027555 -0.052262697 0.068602555 0.0010746956 0.0050001293 -0.0089238295 -0.005300621 -0.020391826 0.029240506 -0.019784767 0.078535 -0.0050572366 0.035158314 0.059332754 -0.015552521 -0.005674445 -0.026054965 0.010281443 0.061134357 0.040288284 -0.03355439 -0.04090335 0.010796243 -0.037774 -0.0016572425 -0.014238052 0.028146906 0.02467838 0.02335247 0.03384529 -0.027071886 -0.021096835 -0.021431684 -0.009966867 -0.011188526 0.03881116 0.048439875 0.034716796 0.048264768 0.04207 -0.016586699 0.048847094 -0.027616564 -0.07515441 -0.035155497 -0.002634348 -0.041800022 -0.07786105 -0.0030437768 0.008749433 0.03773024 0.024201425 0.015487186 -0.01057874 0.026666256 -0.059613325 0.011150531 -0.035785064 -0.031718567 -0.066585496 -0.032799393 -0.022589633 0.035654042 -0.048867058 0.056672744 -0.0034591386 0.0034004657 -0.0030727724 0.038071066 0.0248987 -0.013167658 -0.038256254 -0.010785007 0.014473243 -0.043442596 0.003568239 0.0031401478 0.0047558793 0.00828137 -0.09890322 0.01879792 0.002586687 -0.023853146 -0.0032656007 0.03941106 0.03688633 0.017421592 -0.0136030475 0.07175624 0.017804794 0.027790328 -0.018523142 0.023861248 -0.0027385466 0.0873835 0.06478045 0.022541609 0.04221784 0.02192986 0.017520763 0.017570836 -0.07291894 0.0831128 -0.024036912 0.023482835 -0.003024865 0.0031823392 -0.03400649 -0.058168314 -0.02693986 -0.13240713 -0.0151665835 -0.025534429 0.0026972531 -0.06687397 0.036854923 -0.0003793388 -0.05040258 0.04503507 -0.013669722 -0.006044439 0.011740537 0.02856852 0.016421102 0.054627772 0.04869526 -0.026726477 -0.09065569 0.023729596 -0.0016522845 -0.0037385395 0.015540312 0.040251613 0.0010582652 -0.0010263623 0.023607012 0.046958096 0.0011997994 0.030361861 -0.06902465 0.0044654985 -0.008791185 0.043594267 0.0040095043 -0.0068904646 0.033869695 0.027990952 0.015906941 -0.021521205 0.0037321078 0.08043501 0.011118132 0.06232182 -0.0018713544 0.012326703 -0.00091352523 -0.012695809 -0.0069055897 -0.04545354 -0.0735315 0.018880792 0.040065367 -0.034993276 -0.008436347 0.03307265 -0.0106052775 -0.0015311715 0.03426088 0.010050685 -0.033686873 0.022638815 0.032382637 0.008017488 -0.040279843 -0.0012173353 -0.014102594 0.0146078905 0.002816874 -0.08240866 0.061363254 -0.03198344 -0.0050309966 0.041599594 -2.4030749e-05 -0.005099067 0.030640293 0.07419338 -0.0001984282 0.015289315 0.021818722 -0.03780025 0.036982115 0.013982104 0.026518116 -0.014168666 -0.008911988 0.06273565 0.04741477 -0.00010929369 -0.0033393302 0.06422576 -0.005912613 0.009585876 0.033744324 -0.043696243 0.022284275 -0.04717883 0.014211464 -0.054572266 0.0016894538 -0.012752189 -0.016802935 -0.028784404 0.028887337 -0.04354157 -0.009986889 -0.026575362 -0.015980525 0.029547641 -0.0884545 -0.016555259 0.0033213084 0.04844434 0.022221018 0.07926554 -0.011780433 0.025907481 0.045106012 0.016077124 -0.015953619 -0.0023255027 -0.010305439 -0.056966405 -0.034909137 0.007598763 -0.036505632 -0.049705263 0.07620931 -0.029516805 0.023146726 0.04718995 -0.009619823 -0.0024251188 0.03939016 -0.011578013 -0.034431808 -0.048847195 -0.014243436 -0.02126139 -0.0006445358 0.007048093 -0.011781435 -0.031498235 0.060130138 -0.040439423 -0.04297199 0.04315419 -0.018533308 0.0071067386 -0.043805953 -0.046205852 0.089214236 -0.003596957 0.02185999 0.06674958 0.0034151576 -0.012418991 0.022013597 -0.039747298 0.03730181 0.050401375 0.009549358 -0.011635305 -0.0062767193 0.009115801 0.043562617 -0.05831835 0.032280806 0.046455037 -0.042003483 -0.049505837 0.017177807 0.061763603 0.034922715 0.021810802 -9.7709744e-05 -0.03090121 -0.021745035 0.0047320006 0.013211328 0.02357443 -0.0074814167 0.008381545 0.012138589 0.075292386 -0.0015733283 -0.022719713 -0.04613791 -0.034535803 -0.0042048115 -0.05023334 -0.02479154 0.057006307 0.00092064997 0.035715774 -0.0030953335 0.015444429 -0.049092453 -0.018240323 0.057025395 -0.0377506 0.0039278893 -0.040481154 0.030227343 -0.018925626 -0.013597368 0.0079615945 0.014448417 0.0017288123 -0.027064344 0.07320919 0.012294467 -0.0052163037 -0.021622485 -0.051965617 0.061685514 0.036073603 0.03672048 -0.007968126 0.0147896195 -0.025398018 -0.002652549 0.018059786 -0.06143976 -0.011974221 -0.030988604 -0.03204796 -0.01378947 0.023048379 0.020202916 -0.02846511 0.047360905 -0.014557952 0.06928209 0.039108686 -0.02743172 0.014629927 0.0039010497 -0.035186306 -0.037484474 -0.026288323 -0.020163625 -0.07467323 -0.004188899 -0.0016366402 -0.028827097 -0.02056514 -0.013191798 0.00023249915 -0.027796427 0.016874028 0.021373037 0.0069514266 -0.035159785 -0.029517181 2.8951707e-05 0.022902077 -0.005610031 0.016554063 0.008389297 -0.050397694 -0.008991103 0.061487883 -0.03788028 0.075046815 -0.002589477 0.035951987 -0.012970014 -0.0104585 -0.011759742 0.042157013 0.027579993 0.005107193 0.005676519 -0.041706778 0.007762478 -0.022860944 -0.028198902 -0.048165023 -0.041526236 -0.03206717 -0.0075449357 0.0074073724 0.011843399 0.023419578 0.011995396 0.011971924 0.02507888 -0.04794586 -0.111951016 -0.02419372 -0.024437677 0.012952039 -0.009732451 0.023643553 0.036378182 -0.06609433 0.043977853 -0.033629205 -0.0042441846 -0.0038176745 -0.011138988 0.019016711 0.009953957 -0.007956756 -0.012876806 -0.0225078 -0.044335496 -0.011088392 -0.012092873 0.026077196 0.039700925 0.0052023246 0.018598374 0.01482232 0.02873552 0.02145145 -0.009405915 0.011772055 -0.0066893245 0.00292943 -0.02002361 0.028790927 -0.037963856 -0.0011471865 -0.0023943414 0.07458825 -0.017824393 -0.030523371 0.043873888 -0.001018132 -0.010287176 0.032791622 0.01960959 -0.021653786 0.013162193 0.011085014 -0.00074880035 -0.01557661 0.0068473257 0.0042705243 -0.010463233 0.02924889 -0.037434027 -0.068396896 -0.024173679 0.04851346 -0.0042253574 -0.03595798 0.0147873955 0.012096226 0.0012626674 -0.004244002 -0.002335746 0.039627716 -0.00087520154 0.02796952 0.05143616 -0.027775444 -0.017791327 -0.00907347 -0.02243516 -0.0038838638 0.039188776 -0.0008171378 -0.0024382945 -0.017151952 -0.046130117 0.057277568 0.01253118 0.061827056 -0.044115175 0.008895992 -0.00945714 -0.028075257 -0.017752139 0.015571755 0.04661692 -0.0057425336 -0.002302362 -0.036970686 0.026024656 -0.05418813 -0.04499239 0.00081278075 -0.0061138626 -0.06290451 0.007928335 0.012294364 -0.02069604 0.0010393527 0.01788249 -0.062026102 -0.008837216 -0.021556575 0.048157886 0.021449272 0.010662259 0.026393803 0.013114008 0.0010025407 0.033555314 0.03500803 0.008651349 -0.05282885 -0.023599776 -0.0019847925 0.042147845 0.018274836 -0.011643635 -0.06592517 0.021918746 -0.04937 0.045542352 0.0045345724 0.010711122 -0.042124204 0.05500486 -0.006611559 -0.04772083 -0.020740889 0.026135795 -0.032112207 -0.016722333 0.055241197 -0.044969067 -0.050150823 -0.037690196 0.010276723 0.007695457 -0.029934186 -0.036050443 -0.056135375 -0.024499726 -0.059852134 0.035821743 0.06644568 0.007155825 0.06336551 -0.010112644 0.006593744 -0.008058456 0.014094987 0.02588134 -0.034130584 0.030327797 -0.029614238 -0.010565764 -0.05484744 -0.032874946 0.010424636 -0.008680063
